T,E,C,target
37,0.6972,0.496143111,0.287752867
37,0.6972,0.545606952,0.28679526
37,0.6973,0.581231748,0.286109317
13,0.6974,0.627845341,0.273577509
37,0.6974,0.545791536,0.286799174
49,0.6975,0.506713529,0.293376021
25,0.6975,0.475326429,0.282350544
49,0.6975,0.521017977,0.29309909
37,0.6975,0.590095161,0.285945211
61,0.6976,0.618518963,0.297031802
49,0.6976,0.487054599,0.293760357
37,0.6976,0.545378753,0.286814654
37,0.6977,0.61983469,0.28537695
25,0.6978,0.612138989,0.279713119
37,0.6979,0.49575945,0.287786504
31,0.6979,0.57793102,0.283287402
37,0.6979,0.615222852,0.285473722
37,0.6979,0.545606952,0.286821469
37,0.6979,0.622517325,0.285332503
49,0.6979,0.495330588,0.293611368
61,0.698,0.499345935,0.299353938
37,0.698,0.551643599,0.286708345
37,0.698,0.513424317,0.287448261
49,0.698,0.537852382,0.292791901
49,0.6981,0.507793399,0.29337758
49,0.6981,0.487597731,0.293768563
43,0.6982,0.469545311,0.291213516
37,0.6983,0.478840371,0.28812903
37,0.6983,0.477758645,0.288149972
61,0.6983,0.464328968,0.30004309
49,0.6984,0.459663078,0.294320603
37,0.6984,0.579995531,0.286174435
37,0.6984,0.517284251,0.28738851
37,0.6984,0.524961811,0.287239874
37,0.6986,0.569451674,0.28638605
37,0.6986,0.548449268,0.286792651
61,0.6986,0.461110005,0.300116641
37,0.6986,0.523773591,0.287270366
37,0.6986,0.508239993,0.287571093
49,0.6988,0.518053763,0.293205151
61,0.6988,0.431140872,0.300704325
13,0.6988,0.577952573,0.274595839
37,0.6988,0.481104739,0.288103913
37,0.6989,0.513966238,0.287471466
37,0.6989,0.548359083,0.28680563
37,0.699,0.55187696,0.286741268
37,0.6991,0.507690142,0.287600458
61,0.6992,0.45924424,0.300175227
61,0.6992,0.47361772,0.29989696
49,0.6992,0.419293408,0.295132103
49,0.6993,0.423396699,0.295056409
37,0.6993,0.520794261,0.287354254
25,0.6993,0.500884198,0.281923146
49,0.6993,0.415312801,0.295212911
49,0.6993,0.439070229,0.294752973
37,0.6995,0.523554259,0.28730831
61,0.6996,0.500459222,0.299392292
61,0.6996,0.426883305,0.300816703
49,0.6997,0.492060271,0.293742076
61,0.6997,0.462373161,0.300133372
49,0.6998,0.488479364,0.293815145
61,0.6999,0.507755365,0.299262273
49,0.6999,0.486571169,0.293855832
37,0.6999,0.488521973,0.288001503
37,0.7098,0.502910771,0.28809361
25,0.7187,0.578239581,0.28115193
36,0.749,0.445261803,0.290192672
60,0.7982,0.534647663,0.301937428
25,0.3757,0.526564988,0.26930991
25,0.3873,0.535248813,0.269576114
25,0.4309,0.683056596,0.268347041
37,0.4786,0.623439047,0.277103742
37,0.4941,0.653910134,0.277094172
31,0.5662,0.567650779,0.278555382
49,0.5663,0.580042113,0.287044076
37,0.5765,0.61091926,0.281011643
37,0.5766,0.540117457,0.282386092
37,0.649,0.591175031,0.284108394
37,0.6859,0.586181535,0.285586657
31,0.6864,0.548042594,0.283435457
37,0.6894,0.613776401,0.285183472
49,0.695,0.597710265,0.291520743
37,0.6978,0.547618313,0.286778785
25,0.6982,0.522786002,0.281457947
24,0.2963,0.655128157,0.263363392
61,0.6352,0.562786194,0.295774426
37,0.4297,0.634640006,0.275056006
19,0.6181,0.564557064,0.274741926
49,0.6231,0.630737925,0.288189293
19,0.1116,0.633951021,0.254434367
13,0.1157,0.533488434,0.253624527
25,0.1191,0.592534381,0.258425275
25,0.1245,0.625539986,0.257988478
13,0.1271,0.63421112,0.252101393
13,0.1294,0.631315185,0.252243573
19,0.1294,0.639715195,0.254989232
13,0.1381,0.644879666,0.252306709
25,0.1394,0.576316137,0.259499318
13,0.1425,0.637855401,0.25260744
13,0.1427,0.559519737,0.254131487
13,0.1431,0.59731809,0.253414697
13,0.1449,0.601996585,0.253391517
19,0.1453,0.605705165,0.256242977
13,0.1492,0.607452199,0.253446896
13,0.1511,0.659917972,0.252502311
13,0.1516,0.605698948,0.253570698
13,0.1517,0.567582177,0.254312374
19,0.1525,0.555673079,0.257481165
25,0.1547,0.64716679,0.258700522
13,0.1573,0.709614885,0.251772328
13,0.1589,0.553286137,0.25485872
25,0.1595,0.649384709,0.258837302
13,0.1598,0.629161511,0.253423489
13,0.1624,0.611303265,0.253866568
13,0.1655,0.566978539,0.254840752
37,0.1656,0.556853169,0.266673645
19,0.168,0.681766131,0.255620378
13,0.169,0.619269646,0.253959455
25,0.1693,0.565031482,0.260837286
19,0.1698,0.545323806,0.258329262
25,0.1702,0.559971565,0.260968942
25,0.1703,0.631030897,0.259596996
25,0.1705,0.593901879,0.260323292
19,0.1735,0.652759396,0.256387869
19,0.1736,0.623601747,0.256956098
13,0.1756,0.544778936,0.25564869
19,0.177,0.588537463,0.257762235
19,0.1773,0.595081907,0.257646768
13,0.1777,0.613196519,0.25440277
13,0.178,0.545453738,0.255725486
13,0.1781,0.642840622,0.253843844
19,0.1796,0.634438176,0.256970956
13,0.1799,0.635016918,0.254062703
19,0.1799,0.715905068,0.25540501
19,0.1809,0.643452482,0.256845115
13,0.1838,0.455868897,0.257676986
19,0.1844,0.64767983,0.25689432
13,0.1857,0.672233082,0.253559368
13,0.187,0.531010172,0.256342083
13,0.1878,0.542914484,0.256141571
13,0.1887,0.525866582,0.256505312
25,0.1898,0.555672649,0.261786021
25,0.1924,0.494118913,0.263075034
19,0.1936,0.607840503,0.258010061
25,0.1941,0.673507745,0.259665762
13,0.1941,0.601996585,0.255233638
25,0.195,0.66371704,0.259889004
19,0.1951,0.657795743,0.257099103
19,0.1952,0.702573948,0.256235952
25,0.1955,0.603865793,0.26106643
13,0.1957,0.634115349,0.254671733
13,0.1963,0.571237185,0.255911504
19,0.197,0.544720167,0.259359356
25,0.1975,0.531196606,0.262548171
13,0.1994,0.649558161,0.254511298
19,0.2003,0.686908984,0.256730173
13,0.2003,0.569025156,0.256104094
13,0.2032,0.671396683,0.254230787
13,0.2043,0.674779139,0.254206489
25,0.2044,0.518046643,0.263061097
31,0.2053,0.577944993,0.264843458
19,0.2056,0.528057976,0.260003929
13,0.2062,0.591009113,0.255899395
37,0.2065,0.662570235,0.266158345
25,0.2076,0.492771965,0.263670221
13,0.2084,0.678595043,0.254286124
13,0.21,0.695008046,0.254028279
19,0.2122,0.56480939,0.259539545
13,0.2122,0.68193046,0.254363829
19,0.2126,0.612032591,0.258640292
25,0.2136,0.608186628,0.261660471
13,0.2137,0.473546875,0.258454245
16,0.2153,0.691205206,0.255754481
19,0.2159,0.683638717,0.257377572
13,0.2175,0.615725395,0.255843982
25,0.2181,0.644408514,0.261127711
13,0.2185,0.664801468,0.254931323
25,0.2185,0.538936864,0.263184592
37,0.2194,0.573228701,0.26837097
19,0.2195,0.659702734,0.257975756
19,0.22,0.668171756,0.257830518
19,0.2209,0.699265612,0.257262246
19,0.2209,0.611599368,0.258959443
19,0.221,0.606011981,0.259071358
19,0.2236,0.621194111,0.258874783
19,0.2248,0.67383472,0.257900604
13,0.2258,0.674059541,0.255025412
49,0.2265,0.564470587,0.274622921
19,0.2274,0.618392261,0.259071304
13,0.2275,0.653815727,0.255480978
19,0.2284,0.60607966,0.259347114
13,0.2287,0.458674991,0.259303784
25,0.2326,0.613172707,0.26227533
31,0.2328,0.577771853,0.265876451
19,0.2337,0.555673079,0.260521413
19,0.2342,0.632544462,0.259051923
13,0.2348,0.523392529,0.258279261
25,0.2368,0.589374136,0.262893318
25,0.2372,0.587243096,0.262949551
13,0.2375,0.643466454,0.256055752
19,0.2395,0.674597919,0.258436218
19,0.2398,0.564313315,0.260582533
19,0.2405,0.653162518,0.258888644
19,0.2409,0.577931451,0.260360075
19,0.2425,0.638676315,0.259243976
13,0.2441,0.672642112,0.255738032
49,0.2448,0.529964888,0.275976122
25,0.2454,0.573514287,0.263522358
25,0.2455,0.563913065,0.263711979
25,0.246,0.655522567,0.261957163
25,0.2478,0.647249371,0.262184725
19,0.2481,0.577814673,0.260631915
25,0.2484,0.586367367,0.26338585
25,0.2501,0.485648325,0.265399396
25,0.2501,0.601516106,0.263156225
25,0.2503,0.561220875,0.263943819
25,0.2505,0.681245246,0.261627665
25,0.2516,0.600092369,0.26323995
25,0.2517,0.545301495,0.264304432
25,0.2518,0.629486584,0.262678374
25,0.2525,0.573687427,0.26378484
13,0.2531,0.59163334,0.257643315
25,0.2536,0.616623192,0.2629948
19,0.2538,0.582259828,0.260759274
25,0.2543,0.617304365,0.263007822
25,0.2543,0.694729975,0.261508882
25,0.2543,0.667810277,0.26203004
49,0.2552,0.584432901,0.275311027
13,0.2557,0.585027213,0.257868556
37,0.2557,0.575946503,0.26967748
37,0.2564,0.669611173,0.267890364
31,0.2564,0.626271377,0.265821131
13,0.2571,0.591880672,0.257788293
25,0.2573,0.582825134,0.263787656
19,0.2581,0.606254152,0.260455748
25,0.2582,0.649836872,0.262524023
25,0.2584,0.542639721,0.264606821
25,0.2593,0.592725784,0.263670865
25,0.2601,0.481181493,0.265860288
25,0.2609,0.576316137,0.264048458
25,0.2611,0.502915559,0.265476963
19,0.262,0.615906006,0.260414912
31,0.2635,0.564838087,0.267276299
25,0.2638,0.567650779,0.264324797
25,0.2648,0.617304365,0.263400958
19,0.2656,0.61314673,0.260603121
13,0.2668,0.619576461,0.257615292
31,0.2683,0.649178152,0.265823215
13,0.2685,0.647383378,0.257140607
19,0.2692,0.597039807,0.261049736
61,0.27,0.484105172,0.283624042
19,0.2702,0.546085059,0.262073649
25,0.2703,0.654144229,0.262893675
13,0.2707,0.684408814,0.256506175
25,0.2731,0.644920585,0.263177079
25,0.2738,0.496151001,0.26608343
25,0.2743,0.502915559,0.265971191
19,0.2749,0.696050404,0.259346332
19,0.2749,0.641403734,0.260404278
19,0.2751,0.619749601,0.260830985
25,0.276,0.61290777,0.263905419
37,0.2762,0.64576645,0.269093334
25,0.2766,0.589812127,0.26437501
25,0.28,0.597532149,0.264352853
25,0.281,0.569967346,0.264923943
25,0.2825,0.606935383,0.264264413
25,0.2826,0.612651394,0.264157496
25,0.2843,0.537512323,0.265675821
25,0.285,0.649026084,0.263543151
25,0.286,0.5840367,0.264838771
25,0.2861,0.651812728,0.263530388
25,0.2861,0.583967668,0.264843851
13,0.2862,0.642383042,0.257900126
19,0.2862,0.560255161,0.262398383
37,0.2871,0.61091926,0.270176079
37,0.2876,0.55187696,0.271337844
25,0.2876,0.643087525,0.263755468
37,0.2883,0.531909229,0.271750623
25,0.2914,0.611485779,0.264509547
25,0.2914,0.645482874,0.263851372
19,0.2925,0.589186048,0.262074169
25,0.2928,0.567909735,0.265405587
13,0.2938,0.611599368,0.258780646
61,0.2938,0.504637219,0.284117654
31,0.295,0.462543726,0.270436099
25,0.2951,0.656683833,0.263773058
31,0.2952,0.656556285,0.266687552
25,0.2952,0.513050287,0.266557512
37,0.2987,0.610290094,0.27062258
25,0.2988,0.499688046,0.266950991
25,0.2993,0.556320818,0.265873315
31,0.2994,0.683381804,0.266325471
37,0.3001,0.521826245,0.272387636
31,0.3007,0.657461004,0.266875965
25,0.3008,0.565164336,0.265758269
37,0.3014,0.615423702,0.270624287
25,0.3014,0.649486712,0.264148274
19,0.3016,0.543133816,0.263306447
31,0.3021,0.549622292,0.269016114
25,0.3029,0.608051207,0.265006617
25,0.3035,0.615811089,0.264878852
25,0.3056,0.629899555,0.26468473
19,0.3056,0.653556909,0.261318449
25,0.3057,0.629486584,0.264696469
25,0.3068,0.651388634,0.264313637
31,0.3074,0.691655,0.266464836
25,0.3075,0.617057033,0.265004497
25,0.3082,0.640005643,0.264586427
37,0.3088,0.652042661,0.27019242
25,0.3089,0.502915559,0.267266666
19,0.3105,0.535029592,0.263796571
37,0.3107,0.532898838,0.272570153
25,0.3114,0.591926001,0.265637049
25,0.3114,0.589812127,0.265677973
13,0.3123,0.592213696,0.259848615
13,0.3125,0.58336446,0.260027422
25,0.3139,0.625492596,0.265080812
19,0.3143,0.641409822,0.261879354
31,0.3154,0.676722953,0.267053448
37,0.3155,0.476821384,0.273835518
25,0.3156,0.668843996,0.26430519
25,0.3157,0.669396628,0.264298236
25,0.3159,0.518186938,0.267233106
25,0.3164,0.537713194,0.266873803
31,0.3168,0.659725901,0.267434925
25,0.3168,0.558658367,0.266483287
49,0.3168,0.474938291,0.27973721
13,0.3178,0.71490617,0.257679248
19,0.3178,0.668756463,0.261480975
13,0.3186,0.624644542,0.259456643
19,0.3188,0.598777014,0.262873202
25,0.3188,0.507906696,0.267540709
25,0.3189,0.612138989,0.265526542
19,0.3196,0.615162935,0.262585927
25,0.3198,0.57793102,0.266222497
25,0.32,0.595630171,0.265887334
13,0.32,0.561444098,0.260732606
19,0.3202,0.62232462,0.262469744
25,0.3205,0.605641862,0.265712231
25,0.321,0.535070512,0.267097196
25,0.3211,0.623449936,0.265389936
25,0.3231,0.671011512,0.264544039
49,0.3232,0.530037382,0.278910131
25,0.325,0.575361541,0.266466937
25,0.3265,0.52248936,0.267546692
31,0.327,0.572048998,0.269514231
25,0.327,0.646539012,0.265163842
25,0.3273,0.574545062,0.26656886
25,0.3278,0.651035791,0.265106739
25,0.3306,0.691908535,0.264420289
37,0.3307,0.609554448,0.27183495
19,0.3311,0.584978744,0.263600863
31,0.3318,0.66277554,0.267937507
37,0.3319,0.595260538,0.272156606
25,0.3325,0.668063812,0.264953056
25,0.3327,0.61919237,0.265906683
25,0.3333,0.553035128,0.267209935
19,0.3338,0.606320541,0.263288783
19,0.3342,0.535763163,0.264669733
19,0.3358,0.639305085,0.262725093
25,0.336,0.617790973,0.26605737
25,0.3363,0.521094665,0.267940619
19,0.3365,0.438044185,0.266647663
25,0.3366,0.612571198,0.266180889
25,0.3368,0.580666273,0.266806049
37,0.3369,0.587119483,0.272501422
25,0.3371,0.515433507,0.268080171
31,0.3384,0.630347004,0.268812429
19,0.3391,0.601023023,0.263589781
13,0.3398,0.658035273,0.259603967
43,0.3408,0.541527686,0.276438371
25,0.3415,0.583165141,0.266933646
25,0.3419,0.616637164,0.266300613
25,0.342,0.67728152,0.265130297
37,0.3428,0.595863923,0.272553037
37,0.3428,0.579572749,0.27286843
19,0.3435,0.549170464,0.264758377
25,0.3436,0.492156989,0.268774168
25,0.3438,0.601789715,0.266659194
37,0.3442,0.574508592,0.273018889
25,0.3454,0.633793428,0.266099517
37,0.3456,0.55147046,0.273517319
37,0.3472,0.573352984,0.273153585
25,0.348,0.588294266,0.267077717
37,0.3482,0.591553643,0.272838667
13,0.349,0.675095682,0.259618143
13,0.3491,0.692224674,0.259290274
37,0.3499,0.633831007,0.272083838
17,0.3504,0.638139555,0.262324876
25,0.3505,0.627024873,0.266421506
25,0.3506,0.68533502,0.26529638
25,0.3511,0.622032215,0.266540627
25,0.3516,0.596580229,0.267052092
25,0.3518,0.453810181,0.269823573
25,0.3526,0.606246561,0.266902396
37,0.3532,0.550411671,0.273822372
13,0.3558,0.591647312,0.261488285
19,0.3563,0.545881681,0.265301298
25,0.3564,0.652495298,0.26614931
25,0.3589,0.593851883,0.267378235
37,0.3594,0.50761711,0.274883001
25,0.3597,0.665817608,0.26601495
37,0.3598,0.660741768,0.271933523
25,0.3599,0.502915559,0.269176181
37,0.3601,0.563351049,0.273830215
37,0.3603,0.574736871,0.273617277
25,0.3613,0.503051553,0.269225966
25,0.3623,0.583165141,0.267712429
25,0.3627,0.623349467,0.266949447
31,0.3629,0.704278826,0.268298444
25,0.3637,0.691655,0.26566451
25,0.3637,0.541128139,0.268578673
37,0.3646,0.587282976,0.273535386
37,0.3649,0.555421211,0.274163454
37,0.365,0.510794807,0.275031154
37,0.3653,0.608485116,0.273151127
37,0.3653,0.492569025,0.275395233
31,0.3655,0.601616576,0.270383307
37,0.3665,0.615261288,0.273064872
37,0.3673,0.665353606,0.27212505
25,0.3681,0.525487652,0.269046211
25,0.3692,0.550383544,0.268605419
49,0.3693,0.472653874,0.281747114
25,0.3694,0.645482874,0.266771808
25,0.3694,0.642379385,0.26683189
25,0.3697,0.482999554,0.269928677
37,0.3698,0.561727306,0.274224833
37,0.3711,0.53667089,0.274758593
43,0.3714,0.513559738,0.278125532
37,0.3717,0.589827396,0.273751961
37,0.3724,0.571816069,0.274126865
25,0.3731,0.615212354,0.267496371
13,0.3735,0.56834343,0.262602156
25,0.3738,0.643469302,0.266975532
25,0.3738,0.611460913,0.267595207
13,0.374,0.525105329,0.263457956
25,0.3742,0.653690333,0.266792632
25,0.3743,0.618842142,0.267471029
25,0.3745,0.539328078,0.26901789
37,0.3747,0.545378753,0.2747248
25,0.3748,0.522813356,0.269348843
37,0.3749,0.555881105,0.274528965
37,0.3751,0.458196884,0.276427596
25,0.3758,0.639057077,0.267135835
37,0.3759,0.52424648,0.275178845
31,0.3764,0.57793102,0.271249966
49,0.3769,0.536026967,0.280804781
25,0.377,0.666932247,0.266641108
25,0.377,0.541811691,0.269063411
37,0.378,0.463604498,0.276431486
25,0.3784,0.59794512,0.2680291
13,0.3784,0.606254152,0.262051677
37,0.3788,0.609404808,0.273638782
13,0.3795,0.55342803,0.263115563
25,0.3805,0.5994942,0.268077737
49,0.3806,0.494181687,0.281753429
25,0.3811,0.663984547,0.266851685
61,0.3821,0.453406149,0.288415558
25,0.383,0.633643681,0.267510215
37,0.3832,0.578048542,0.274410574
37,0.3844,0.495025879,0.276062802
25,0.385,0.556909034,0.269070662
31,0.3856,0.494118913,0.273217009
19,0.3871,0.572372817,0.265941633
19,0.3888,0.610494267,0.265267262
25,0.3893,0.591809223,0.268556002
19,0.3907,0.568849256,0.266144638
25,0.391,0.667810277,0.267148291
61,0.3912,0.45342312,0.288755946
25,0.3917,0.630330733,0.267900094
25,0.3918,0.626170728,0.267984375
61,0.3921,0.453918116,0.288780061
37,0.3929,0.587502416,0.274590731
37,0.3939,0.593836294,0.274505551
37,0.3939,0.598204874,0.274420976
37,0.3953,0.495134649,0.276468808
19,0.3957,0.585610664,0.266007349
31,0.3958,0.654273196,0.270498365
37,0.3964,0.621851387,0.274056789
61,0.3966,0.511713026,0.287829652
37,0.3968,0.603289602,0.274431117
31,0.3969,0.597532149,0.271638043
25,0.397,0.507906696,0.270468633
31,0.3974,0.629132686,0.271044985
37,0.3975,0.633073964,0.273880708
37,0.3975,0.577625349,0.27495418
37,0.3976,0.588764395,0.274742275
25,0.3986,0.614142914,0.268471833
37,0.3987,0.505839175,0.276388872
19,0.3993,0.615279174,0.265567763
19,0.3993,0.646498092,0.264963372
31,0.3997,0.613851006,0.27142695
25,0.4003,0.462973477,0.271462086
25,0.4004,0.635922231,0.268117585
37,0.4005,0.577679582,0.275065454
31,0.4006,0.637442193,0.271003928
25,0.401,0.592953983,0.268971905
15,0.401,0.609687676,0.26380081
49,0.4013,0.524810387,0.281935504
25,0.4016,0.601213161,0.268834474
25,0.4039,0.581607421,0.269300151
19,0.4048,0.706667185,0.264004442
37,0.4052,0.646800169,0.273903272
37,0.4056,0.561992873,0.275560097
25,0.4058,0.504524355,0.270863599
31,0.406,0.523592111,0.273410221
25,0.4071,0.511405494,0.270779056
49,0.4075,0.564355404,0.281402059
37,0.4078,0.530770622,0.276246923
37,0.4083,0.427555263,0.278263867
25,0.4083,0.578244742,0.269529995
25,0.4085,0.559448288,0.269901378
49,0.41,0.507793399,0.282590689
25,0.4103,0.643489492,0.268341755
37,0.4104,0.579930815,0.275392542
43,0.4106,0.675115247,0.276465564
19,0.4108,0.671327652,0.264913255
37,0.4117,0.620643038,0.274653037
37,0.4117,0.500982293,0.276969639
37,0.4121,0.521351517,0.276590273
37,0.4125,0.666594441,0.273793383
49,0.4128,0.515483283,0.282546651
31,0.4129,0.632711563,0.271556042
13,0.4131,0.539813454,0.264637172
13,0.4133,0.598034888,0.263517508
37,0.4135,0.608793677,0.274949832
25,0.4137,0.535037046,0.270568669
37,0.4144,0.574132111,0.275654569
19,0.4145,0.653827091,0.265390595
37,0.4146,0.561923841,0.275898406
37,0.4149,0.547926873,0.276180617
25,0.4155,0.500838806,0.271298133
37,0.4162,0.588910961,0.275435849
37,0.4165,0.622730908,0.274792336
37,0.4169,0.667548759,0.27393965
25,0.4171,0.643087525,0.26860414
25,0.4171,0.642310353,0.268619185
25,0.4183,0.717843307,0.267201816
37,0.4191,0.545600863,0.276382902
37,0.4192,0.585993408,0.275604656
25,0.4207,0.606182702,0.269453397
25,0.4218,0.555280145,0.270480043
25,0.4219,0.535454172,0.270867614
25,0.4219,0.555468272,0.270480146
37,0.4224,0.601007856,0.275433793
37,0.4225,0.577561387,0.275891455
37,0.4237,0.554835163,0.276376359
37,0.424,0.539903616,0.276676662
37,0.4244,0.575877471,0.275995194
19,0.4244,0.611545436,0.266579828
25,0.4271,0.58233798,0.27015465
37,0.4275,0.568735018,0.276249539
37,0.4276,0.620102198,0.275258827
41,0.4283,0.654685343,0.276554369
37,0.4288,0.575488322,0.27616747
37,0.4291,0.530994024,0.277040101
37,0.4301,0.49545089,0.277765649
31,0.4303,0.646028318,0.271949715
37,0.4312,0.598135843,0.27581888
19,0.4336,0.579772573,0.267539405
25,0.4339,0.539754071,0.271233666
37,0.4341,0.543120162,0.27699255
37,0.4343,0.637910272,0.275164925
49,0.4348,0.42585079,0.285105627
25,0.4349,0.477007763,0.272485861
37,0.4361,0.562712739,0.276688125
49,0.4364,0.607057531,0.281657416
25,0.4366,0.593677728,0.27029081
37,0.4369,0.52334858,0.277480159
37,0.4376,0.573303821,0.276539247
37,0.4385,0.47388474,0.278497673
25,0.4393,0.535070512,0.271526523
25,0.4397,0.56923713,0.270880042
19,0.44,0.584958181,0.267678638
31,0.4403,0.671011512,0.271840461
37,0.4406,0.551629627,0.277071178
30,0.4407,0.513373289,0.274422561
37,0.441,0.567331135,0.276782178
19,0.4413,0.586247212,0.267702357
37,0.4413,0.598947411,0.276181327
25,0.4415,0.546851136,0.271380824
25,0.4429,0.608120952,0.270247074
25,0.443,0.630528943,0.269817005
49,0.4433,0.510737735,0.283780489
25,0.4437,0.563557541,0.271139764
37,0.4437,0.555901166,0.277104551
37,0.4438,0.558635059,0.277055368
37,0.4447,0.61890714,0.275922212
37,0.4447,0.62989744,0.275709443
25,0.4449,0.549622292,0.271454476
37,0.4451,0.600026969,0.276302704
37,0.4452,0.623508079,0.27585186
19,0.4457,0.59163334,0.267762825
37,0.4461,0.575920532,0.276806841
25,0.4463,0.550870699,0.271482726
37,0.4464,0.587841629,0.276587284
